,im_uuid,medical_center,slide_id,patch_id,bio_class
3766,VALSET2_WNS_case_026_advent.17375_ADVENT,VALSET2_WNS,case_026,advent.17375,ADVENT
3767,VALSET2_WNS_case_026_advent.15294_ADVENT,VALSET2_WNS,case_026,advent.15294,ADVENT
3768,VALSET2_WNS_case_026_advent.16830_ADVENT,VALSET2_WNS,case_026,advent.16830,ADVENT
3769,VALSET2_WNS_case_026_advent.17863_ADVENT,VALSET2_WNS,case_026,advent.17863,ADVENT
3770,VALSET2_WNS_case_026_advent.16881_ADVENT,VALSET2_WNS,case_026,advent.16881,ADVENT
3771,VALSET2_WNS_case_026_advent.16786_ADVENT,VALSET2_WNS,case_026,advent.16786,ADVENT
3772,VALSET2_WNS_case_026_advent.15832_ADVENT,VALSET2_WNS,case_026,advent.15832,ADVENT
3773,VALSET2_WNS_case_026_advent.18587_ADVENT,VALSET2_WNS,case_026,advent.18587,ADVENT
3774,VALSET2_WNS_case_026_advent.15851_ADVENT,VALSET2_WNS,case_026,advent.15851,ADVENT
3775,VALSET2_WNS_case_026_advent.18545_ADVENT,VALSET2_WNS,case_026,advent.18545,ADVENT
3776,VALSET2_WNS_case_026_advent.16195_ADVENT,VALSET2_WNS,case_026,advent.16195,ADVENT
3777,VALSET2_WNS_case_026_advent.18058_ADVENT,VALSET2_WNS,case_026,advent.18058,ADVENT
3778,VALSET2_WNS_case_026_advent.18061_ADVENT,VALSET2_WNS,case_026,advent.18061,ADVENT
3779,VALSET2_WNS_case_026_advent.16495_ADVENT,VALSET2_WNS,case_026,advent.16495,ADVENT
3780,VALSET2_WNS_case_026_advent.18869_ADVENT,VALSET2_WNS,case_026,advent.18869,ADVENT
3781,VALSET2_WNS_case_026_advent.17724_ADVENT,VALSET2_WNS,case_026,advent.17724,ADVENT
3782,VALSET2_WNS_case_026_advent.15961_ADVENT,VALSET2_WNS,case_026,advent.15961,ADVENT
3783,VALSET2_WNS_case_026_advent.19542_ADVENT,VALSET2_WNS,case_026,advent.19542,ADVENT
3784,VALSET2_WNS_case_026_advent.15511_ADVENT,VALSET2_WNS,case_026,advent.15511,ADVENT
3785,VALSET2_WNS_case_026_advent.19386_ADVENT,VALSET2_WNS,case_026,advent.19386,ADVENT
3786,VALSET2_WNS_case_026_advent.18384_ADVENT,VALSET2_WNS,case_026,advent.18384,ADVENT
3787,VALSET2_WNS_case_026_advent.17595_ADVENT,VALSET2_WNS,case_026,advent.17595,ADVENT
3788,VALSET2_WNS_case_026_advent.17542_ADVENT,VALSET2_WNS,case_026,advent.17542,ADVENT
3789,VALSET2_WNS_case_026_advent.15924_ADVENT,VALSET2_WNS,case_026,advent.15924,ADVENT
3790,VALSET2_WNS_case_026_advent.16948_ADVENT,VALSET2_WNS,case_026,advent.16948,ADVENT
3791,VALSET2_WNS_case_026_advent.15842_ADVENT,VALSET2_WNS,case_026,advent.15842,ADVENT
3792,VALSET2_WNS_case_026_advent.16078_ADVENT,VALSET2_WNS,case_026,advent.16078,ADVENT
3793,VALSET2_WNS_case_026_advent.15469_ADVENT,VALSET2_WNS,case_026,advent.15469,ADVENT
3794,VALSET2_WNS_case_026_advent.16667_ADVENT,VALSET2_WNS,case_026,advent.16667,ADVENT
3795,VALSET2_WNS_case_026_advent.19011_ADVENT,VALSET2_WNS,case_026,advent.19011,ADVENT
3796,VALSET2_WNS_case_026_advent.15908_ADVENT,VALSET2_WNS,case_026,advent.15908,ADVENT
3797,VALSET2_WNS_case_026_advent.17959_ADVENT,VALSET2_WNS,case_026,advent.17959,ADVENT
3798,VALSET2_WNS_case_026_advent.15518_ADVENT,VALSET2_WNS,case_026,advent.15518,ADVENT
3799,VALSET2_WNS_case_026_advent.16723_ADVENT,VALSET2_WNS,case_026,advent.16723,ADVENT
3800,VALSET2_WNS_case_027_advent.20322_ADVENT,VALSET2_WNS,case_027,advent.20322,ADVENT
3801,VALSET2_WNS_case_027_advent.20211_ADVENT,VALSET2_WNS,case_027,advent.20211,ADVENT
3802,VALSET2_WNS_case_027_advent.19906_ADVENT,VALSET2_WNS,case_027,advent.19906,ADVENT
3803,VALSET2_WNS_case_027_advent.20028_ADVENT,VALSET2_WNS,case_027,advent.20028,ADVENT
3804,VALSET2_WNS_case_027_advent.20638_ADVENT,VALSET2_WNS,case_027,advent.20638,ADVENT
3805,VALSET2_WNS_case_027_advent.20081_ADVENT,VALSET2_WNS,case_027,advent.20081,ADVENT
3806,VALSET2_WNS_case_027_advent.21196_ADVENT,VALSET2_WNS,case_027,advent.21196,ADVENT
3807,VALSET2_WNS_case_027_advent.20352_ADVENT,VALSET2_WNS,case_027,advent.20352,ADVENT
3808,VALSET2_WNS_case_027_advent.20153_ADVENT,VALSET2_WNS,case_027,advent.20153,ADVENT
3809,VALSET2_WNS_case_027_advent.20123_ADVENT,VALSET2_WNS,case_027,advent.20123,ADVENT
3810,VALSET2_WNS_case_027_advent.20907_ADVENT,VALSET2_WNS,case_027,advent.20907,ADVENT
3811,VALSET2_WNS_case_027_advent.20912_ADVENT,VALSET2_WNS,case_027,advent.20912,ADVENT
3812,VALSET2_WNS_case_027_advent.20715_ADVENT,VALSET2_WNS,case_027,advent.20715,ADVENT
3813,VALSET2_WNS_case_027_advent.20855_ADVENT,VALSET2_WNS,case_027,advent.20855,ADVENT
3814,VALSET2_WNS_case_027_advent.20767_ADVENT,VALSET2_WNS,case_027,advent.20767,ADVENT
3815,VALSET2_WNS_case_027_advent.20295_ADVENT,VALSET2_WNS,case_027,advent.20295,ADVENT
3816,VALSET2_WNS_case_027_advent.20311_ADVENT,VALSET2_WNS,case_027,advent.20311,ADVENT
3817,VALSET2_WNS_case_027_advent.21087_ADVENT,VALSET2_WNS,case_027,advent.21087,ADVENT
3818,VALSET2_WNS_case_027_advent.21182_ADVENT,VALSET2_WNS,case_027,advent.21182,ADVENT
3819,VALSET2_WNS_case_027_advent.21344_ADVENT,VALSET2_WNS,case_027,advent.21344,ADVENT
3820,VALSET2_WNS_case_027_advent.19964_ADVENT,VALSET2_WNS,case_027,advent.19964,ADVENT
3821,VALSET2_WNS_case_027_advent.20034_ADVENT,VALSET2_WNS,case_027,advent.20034,ADVENT
3822,VALSET2_WNS_case_027_advent.20873_ADVENT,VALSET2_WNS,case_027,advent.20873,ADVENT
3823,VALSET2_WNS_case_027_advent.20755_ADVENT,VALSET2_WNS,case_027,advent.20755,ADVENT
3824,VALSET2_WNS_case_027_advent.20797_ADVENT,VALSET2_WNS,case_027,advent.20797,ADVENT
3825,VALSET2_WNS_case_027_advent.19917_ADVENT,VALSET2_WNS,case_027,advent.19917,ADVENT
3826,VALSET2_WNS_case_027_advent.21267_ADVENT,VALSET2_WNS,case_027,advent.21267,ADVENT
3827,VALSET2_WNS_case_027_advent.20606_ADVENT,VALSET2_WNS,case_027,advent.20606,ADVENT
3828,VALSET2_WNS_case_027_advent.21399_ADVENT,VALSET2_WNS,case_027,advent.21399,ADVENT
3829,VALSET2_WNS_case_027_advent.20279_ADVENT,VALSET2_WNS,case_027,advent.20279,ADVENT
3830,VALSET2_WNS_case_027_advent.19951_ADVENT,VALSET2_WNS,case_027,advent.19951,ADVENT
3831,VALSET2_WNS_case_027_advent.21398_ADVENT,VALSET2_WNS,case_027,advent.21398,ADVENT
3832,VALSET2_WNS_case_027_advent.20814_ADVENT,VALSET2_WNS,case_027,advent.20814,ADVENT
3833,VALSET2_WNS_case_027_advent.21286_ADVENT,VALSET2_WNS,case_027,advent.21286,ADVENT
3834,VALSET2_WNS_case_027_advent.20915_ADVENT,VALSET2_WNS,case_027,advent.20915,ADVENT
3835,VALSET2_WNS_case_027_advent.21331_ADVENT,VALSET2_WNS,case_027,advent.21331,ADVENT
3836,VALSET2_WNS_case_027_advent.21296_ADVENT,VALSET2_WNS,case_027,advent.21296,ADVENT
3837,VALSET2_WNS_case_027_advent.20788_ADVENT,VALSET2_WNS,case_027,advent.20788,ADVENT
3838,VALSET2_WNS_case_027_advent.19900_ADVENT,VALSET2_WNS,case_027,advent.19900,ADVENT
3839,VALSET2_WNS_case_027_advent.20248_ADVENT,VALSET2_WNS,case_027,advent.20248,ADVENT
3840,VALSET2_WNS_case_027_advent.21083_ADVENT,VALSET2_WNS,case_027,advent.21083,ADVENT
3841,VALSET2_WNS_case_027_advent.20662_ADVENT,VALSET2_WNS,case_027,advent.20662,ADVENT
3842,VALSET2_WNS_case_027_advent.19888_ADVENT,VALSET2_WNS,case_027,advent.19888,ADVENT
3843,VALSET2_WNS_case_027_advent.21402_ADVENT,VALSET2_WNS,case_027,advent.21402,ADVENT
3844,VALSET2_WNS_case_027_advent.21015_ADVENT,VALSET2_WNS,case_027,advent.21015,ADVENT
3845,VALSET2_WNS_case_027_advent.21365_ADVENT,VALSET2_WNS,case_027,advent.21365,ADVENT
3846,VALSET2_WNS_case_027_advent.19849_ADVENT,VALSET2_WNS,case_027,advent.19849,ADVENT
3847,VALSET2_WNS_case_027_advent.20344_ADVENT,VALSET2_WNS,case_027,advent.20344,ADVENT
3848,VALSET2_WNS_case_027_advent.20102_ADVENT,VALSET2_WNS,case_027,advent.20102,ADVENT
3849,VALSET2_WNS_case_027_advent.20685_ADVENT,VALSET2_WNS,case_027,advent.20685,ADVENT
3850,VALSET2_WNS_case_027_advent.21191_ADVENT,VALSET2_WNS,case_027,advent.21191,ADVENT
3851,VALSET2_WNS_case_027_advent.19981_ADVENT,VALSET2_WNS,case_027,advent.19981,ADVENT
3852,VALSET2_WNS_case_027_advent.21188_ADVENT,VALSET2_WNS,case_027,advent.21188,ADVENT
3853,VALSET2_WNS_case_027_advent.20060_ADVENT,VALSET2_WNS,case_027,advent.20060,ADVENT
3854,VALSET2_WNS_case_027_advent.20186_ADVENT,VALSET2_WNS,case_027,advent.20186,ADVENT
3855,VALSET2_WNS_case_027_advent.20543_ADVENT,VALSET2_WNS,case_027,advent.20543,ADVENT
3856,VALSET2_WNS_case_027_advent.19834_ADVENT,VALSET2_WNS,case_027,advent.19834,ADVENT
3857,VALSET2_WNS_case_027_advent.21481_ADVENT,VALSET2_WNS,case_027,advent.21481,ADVENT
3858,VALSET2_WNS_case_027_advent.20155_ADVENT,VALSET2_WNS,case_027,advent.20155,ADVENT
3859,VALSET2_WNS_case_027_advent.20125_ADVENT,VALSET2_WNS,case_027,advent.20125,ADVENT
3860,VALSET2_WNS_case_027_advent.20489_ADVENT,VALSET2_WNS,case_027,advent.20489,ADVENT
3861,VALSET2_WNS_case_027_advent.19835_ADVENT,VALSET2_WNS,case_027,advent.19835,ADVENT
3862,VALSET2_WNS_case_027_advent.19846_ADVENT,VALSET2_WNS,case_027,advent.19846,ADVENT
3863,VALSET2_WNS_case_027_advent.21030_ADVENT,VALSET2_WNS,case_027,advent.21030,ADVENT
3864,VALSET2_WNS_case_027_advent.19799_ADVENT,VALSET2_WNS,case_027,advent.19799,ADVENT
3865,VALSET2_WNS_case_027_advent.20427_ADVENT,VALSET2_WNS,case_027,advent.20427,ADVENT
3866,VALSET2_WNS_case_027_advent.20073_ADVENT,VALSET2_WNS,case_027,advent.20073,ADVENT
3867,VALSET2_WNS_case_027_advent.19883_ADVENT,VALSET2_WNS,case_027,advent.19883,ADVENT
3868,VALSET2_WNS_case_027_advent.20521_ADVENT,VALSET2_WNS,case_027,advent.20521,ADVENT
3869,VALSET2_WNS_case_027_advent.21447_ADVENT,VALSET2_WNS,case_027,advent.21447,ADVENT
3870,VALSET2_WNS_case_027_advent.21394_ADVENT,VALSET2_WNS,case_027,advent.21394,ADVENT
3871,VALSET2_WNS_case_027_advent.20375_ADVENT,VALSET2_WNS,case_027,advent.20375,ADVENT
3872,VALSET2_WNS_case_027_advent.21131_ADVENT,VALSET2_WNS,case_027,advent.21131,ADVENT
3873,VALSET2_WNS_case_027_advent.19916_ADVENT,VALSET2_WNS,case_027,advent.19916,ADVENT
3874,VALSET2_WNS_case_027_advent.20522_ADVENT,VALSET2_WNS,case_027,advent.20522,ADVENT
3875,VALSET2_WNS_case_027_advent.21352_ADVENT,VALSET2_WNS,case_027,advent.21352,ADVENT
3876,VALSET2_WNS_case_027_advent.20666_ADVENT,VALSET2_WNS,case_027,advent.20666,ADVENT
3877,VALSET2_WNS_case_027_advent.20576_ADVENT,VALSET2_WNS,case_027,advent.20576,ADVENT
3878,VALSET2_WNS_case_027_advent.21377_ADVENT,VALSET2_WNS,case_027,advent.21377,ADVENT
3879,VALSET2_WNS_case_027_advent.20121_ADVENT,VALSET2_WNS,case_027,advent.20121,ADVENT
3880,VALSET2_WNS_case_027_advent.21403_ADVENT,VALSET2_WNS,case_027,advent.21403,ADVENT
3881,VALSET2_WNS_case_027_advent.19819_ADVENT,VALSET2_WNS,case_027,advent.19819,ADVENT
3882,VALSET2_WNS_case_027_advent.19983_ADVENT,VALSET2_WNS,case_027,advent.19983,ADVENT
3883,VALSET2_WNS_case_027_advent.21204_ADVENT,VALSET2_WNS,case_027,advent.21204,ADVENT
3884,VALSET2_WNS_case_027_advent.20955_ADVENT,VALSET2_WNS,case_027,advent.20955,ADVENT
3885,VALSET2_WNS_case_027_advent.21003_ADVENT,VALSET2_WNS,case_027,advent.21003,ADVENT
3886,VALSET2_WNS_case_027_advent.20782_ADVENT,VALSET2_WNS,case_027,advent.20782,ADVENT
3887,VALSET2_WNS_case_027_advent.20471_ADVENT,VALSET2_WNS,case_027,advent.20471,ADVENT
3888,VALSET2_WNS_case_027_advent.21202_ADVENT,VALSET2_WNS,case_027,advent.21202,ADVENT
3889,VALSET2_WNS_case_027_advent.20820_ADVENT,VALSET2_WNS,case_027,advent.20820,ADVENT
3890,VALSET2_WNS_case_027_advent.21251_ADVENT,VALSET2_WNS,case_027,advent.21251,ADVENT
3891,VALSET2_WNS_case_027_advent.21035_ADVENT,VALSET2_WNS,case_027,advent.21035,ADVENT
3892,VALSET2_WNS_case_027_advent.20677_ADVENT,VALSET2_WNS,case_027,advent.20677,ADVENT
3893,VALSET2_WNS_case_027_advent.21408_ADVENT,VALSET2_WNS,case_027,advent.21408,ADVENT
3894,VALSET2_WNS_case_027_advent.20336_ADVENT,VALSET2_WNS,case_027,advent.20336,ADVENT
3895,VALSET2_WNS_case_027_advent.20508_ADVENT,VALSET2_WNS,case_027,advent.20508,ADVENT
3896,VALSET2_WNS_case_027_advent.20139_ADVENT,VALSET2_WNS,case_027,advent.20139,ADVENT
3897,VALSET2_WNS_case_027_advent.21167_ADVENT,VALSET2_WNS,case_027,advent.21167,ADVENT
3898,VALSET2_WNS_case_027_advent.21184_ADVENT,VALSET2_WNS,case_027,advent.21184,ADVENT
3899,VALSET2_WNS_case_027_advent.20431_ADVENT,VALSET2_WNS,case_027,advent.20431,ADVENT
3900,VALSET2_WNS_case_019_musc_prop.3690_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.3690,MUSC_PROP
3901,VALSET2_WNS_case_019_musc_prop.3943_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.3943,MUSC_PROP
3902,VALSET2_WNS_case_019_musc_prop.4371_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4371,MUSC_PROP
3903,VALSET2_WNS_case_019_musc_prop.4337_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4337,MUSC_PROP
3904,VALSET2_WNS_case_019_musc_prop.4312_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4312,MUSC_PROP
3905,VALSET2_WNS_case_019_musc_prop.3871_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.3871,MUSC_PROP
3906,VALSET2_WNS_case_019_musc_prop.4236_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4236,MUSC_PROP
3907,VALSET2_WNS_case_019_musc_prop.4345_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4345,MUSC_PROP
3908,VALSET2_WNS_case_019_musc_prop.4736_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4736,MUSC_PROP
3909,VALSET2_WNS_case_019_musc_prop.4379_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4379,MUSC_PROP
3910,VALSET2_WNS_case_019_musc_prop.3689_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.3689,MUSC_PROP
3911,VALSET2_WNS_case_019_musc_prop.4647_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4647,MUSC_PROP
3912,VALSET2_WNS_case_019_musc_prop.4501_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4501,MUSC_PROP
3913,VALSET2_WNS_case_019_musc_prop.4171_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4171,MUSC_PROP
3914,VALSET2_WNS_case_019_musc_prop.3682_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.3682,MUSC_PROP
3915,VALSET2_WNS_case_019_musc_prop.4216_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4216,MUSC_PROP
3916,VALSET2_WNS_case_019_musc_prop.4181_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4181,MUSC_PROP
3917,VALSET2_WNS_case_019_musc_prop.3302_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.3302,MUSC_PROP
3918,VALSET2_WNS_case_019_musc_prop.3931_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.3931,MUSC_PROP
3919,VALSET2_WNS_case_019_musc_prop.4858_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4858,MUSC_PROP
3920,VALSET2_WNS_case_019_musc_prop.3802_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.3802,MUSC_PROP
3921,VALSET2_WNS_case_019_musc_prop.4678_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4678,MUSC_PROP
3922,VALSET2_WNS_case_019_musc_prop.4095_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4095,MUSC_PROP
3923,VALSET2_WNS_case_019_musc_prop.4016_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4016,MUSC_PROP
3924,VALSET2_WNS_case_019_musc_prop.4059_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4059,MUSC_PROP
3925,VALSET2_WNS_case_019_musc_prop.3587_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.3587,MUSC_PROP
3926,VALSET2_WNS_case_019_musc_prop.3868_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.3868,MUSC_PROP
3927,VALSET2_WNS_case_019_musc_prop.3358_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.3358,MUSC_PROP
3928,VALSET2_WNS_case_019_musc_prop.3955_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.3955,MUSC_PROP
3929,VALSET2_WNS_case_019_musc_prop.4157_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4157,MUSC_PROP
3930,VALSET2_WNS_case_019_musc_prop.3775_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.3775,MUSC_PROP
3931,VALSET2_WNS_case_019_musc_prop.4499_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4499,MUSC_PROP
3932,VALSET2_WNS_case_019_musc_prop.4093_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4093,MUSC_PROP
3933,VALSET2_WNS_case_019_musc_prop.3728_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.3728,MUSC_PROP
3934,VALSET2_WNS_case_019_musc_prop.4662_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4662,MUSC_PROP
3935,VALSET2_WNS_case_019_musc_prop.4002_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4002,MUSC_PROP
3936,VALSET2_WNS_case_019_musc_prop.4288_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4288,MUSC_PROP
3937,VALSET2_WNS_case_019_musc_prop.3275_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.3275,MUSC_PROP
3938,VALSET2_WNS_case_019_musc_prop.3580_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.3580,MUSC_PROP
3939,VALSET2_WNS_case_019_musc_prop.3845_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.3845,MUSC_PROP
3940,VALSET2_WNS_case_019_musc_prop.4378_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4378,MUSC_PROP
3941,VALSET2_WNS_case_019_musc_prop.3643_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.3643,MUSC_PROP
3942,VALSET2_WNS_case_019_musc_prop.4664_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4664,MUSC_PROP
3943,VALSET2_WNS_case_019_musc_prop.3484_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.3484,MUSC_PROP
3944,VALSET2_WNS_case_019_musc_prop.4640_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4640,MUSC_PROP
3945,VALSET2_WNS_case_019_musc_prop.4163_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4163,MUSC_PROP
3946,VALSET2_WNS_case_019_musc_prop.4156_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4156,MUSC_PROP
3947,VALSET2_WNS_case_019_musc_prop.3885_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.3885,MUSC_PROP
3948,VALSET2_WNS_case_019_musc_prop.3650_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.3650,MUSC_PROP
3949,VALSET2_WNS_case_019_musc_prop.3297_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.3297,MUSC_PROP
3950,VALSET2_WNS_case_019_musc_prop.3975_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.3975,MUSC_PROP
3951,VALSET2_WNS_case_019_musc_prop.4821_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4821,MUSC_PROP
3952,VALSET2_WNS_case_019_musc_prop.4442_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4442,MUSC_PROP
3953,VALSET2_WNS_case_019_musc_prop.4068_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4068,MUSC_PROP
3954,VALSET2_WNS_case_019_musc_prop.3382_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.3382,MUSC_PROP
3955,VALSET2_WNS_case_019_musc_prop.3481_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.3481,MUSC_PROP
3956,VALSET2_WNS_case_019_musc_prop.4549_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4549,MUSC_PROP
3957,VALSET2_WNS_case_019_musc_prop.3509_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.3509,MUSC_PROP
3958,VALSET2_WNS_case_019_musc_prop.4030_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4030,MUSC_PROP
3959,VALSET2_WNS_case_019_musc_prop.3560_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.3560,MUSC_PROP
3960,VALSET2_WNS_case_019_musc_prop.4679_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4679,MUSC_PROP
3961,VALSET2_WNS_case_019_musc_prop.4725_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4725,MUSC_PROP
3962,VALSET2_WNS_case_019_musc_prop.3739_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.3739,MUSC_PROP
3963,VALSET2_WNS_case_019_musc_prop.4756_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4756,MUSC_PROP
3964,VALSET2_WNS_case_019_musc_prop.3250_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.3250,MUSC_PROP
3965,VALSET2_WNS_case_019_musc_prop.3740_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.3740,MUSC_PROP
3966,VALSET2_WNS_case_019_musc_prop.3665_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.3665,MUSC_PROP
3967,VALSET2_WNS_case_019_musc_prop.3312_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.3312,MUSC_PROP
3968,VALSET2_WNS_case_019_musc_prop.3390_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.3390,MUSC_PROP
3969,VALSET2_WNS_case_019_musc_prop.4705_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4705,MUSC_PROP
3970,VALSET2_WNS_case_019_musc_prop.4829_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4829,MUSC_PROP
3971,VALSET2_WNS_case_019_musc_prop.3439_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.3439,MUSC_PROP
3972,VALSET2_WNS_case_019_musc_prop.3372_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.3372,MUSC_PROP
3973,VALSET2_WNS_case_019_musc_prop.3485_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.3485,MUSC_PROP
3974,VALSET2_WNS_case_019_musc_prop.4272_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4272,MUSC_PROP
3975,VALSET2_WNS_case_019_musc_prop.4029_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4029,MUSC_PROP
3976,VALSET2_WNS_case_019_musc_prop.4476_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4476,MUSC_PROP
3977,VALSET2_WNS_case_019_musc_prop.4116_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4116,MUSC_PROP
3978,VALSET2_WNS_case_019_musc_prop.4142_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4142,MUSC_PROP
3979,VALSET2_WNS_case_019_musc_prop.3982_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.3982,MUSC_PROP
3980,VALSET2_WNS_case_019_musc_prop.4860_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4860,MUSC_PROP
3981,VALSET2_WNS_case_019_musc_prop.4638_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4638,MUSC_PROP
3982,VALSET2_WNS_case_019_musc_prop.3454_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.3454,MUSC_PROP
3983,VALSET2_WNS_case_019_musc_prop.4119_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4119,MUSC_PROP
3984,VALSET2_WNS_case_019_musc_prop.4041_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4041,MUSC_PROP
3985,VALSET2_WNS_case_019_musc_prop.4477_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4477,MUSC_PROP
3986,VALSET2_WNS_case_019_musc_prop.4031_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4031,MUSC_PROP
3987,VALSET2_WNS_case_019_musc_prop.3935_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.3935,MUSC_PROP
3988,VALSET2_WNS_case_019_musc_prop.3520_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.3520,MUSC_PROP
3989,VALSET2_WNS_case_019_musc_prop.4271_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4271,MUSC_PROP
3990,VALSET2_WNS_case_019_musc_prop.4362_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4362,MUSC_PROP
3991,VALSET2_WNS_case_019_musc_prop.4698_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4698,MUSC_PROP
3992,VALSET2_WNS_case_019_musc_prop.3365_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.3365,MUSC_PROP
3993,VALSET2_WNS_case_019_musc_prop.4421_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4421,MUSC_PROP
3994,VALSET2_WNS_case_019_musc_prop.4295_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4295,MUSC_PROP
3995,VALSET2_WNS_case_019_musc_prop.4350_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4350,MUSC_PROP
3996,VALSET2_WNS_case_019_musc_prop.4616_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.4616,MUSC_PROP
3997,VALSET2_WNS_case_019_musc_prop.3414_MUSC_PROP,VALSET2_WNS,case_019,musc_prop.3414,MUSC_PROP
